,Variable,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2025-2034,SS
0,GDP ($Y_t$),4.789410114812508,5.4887138595027265,5.157577641988587,4.895389902768849,4.690694848533662,4.529500438726282,4.401280686699596,4.298314843297847,4.2150223504158095,4.14721727414776,4.6539639774802914,3.9439867173180536
1,Consumption ($C_t$),11.035255684845174,19.150154818283756,19.431886927673688,19.65737076084274,19.835106695198014,19.977562369275038,20.09284169476117,20.187398492981814,20.266088472202455,20.33260439553986,18.8902114300356,21.081892550116933
2,Capital Stock ($K_t$),19.217825364107185,19.98896378651046,19.190336043332252,18.56065501485692,18.076074760873624,17.699061351816443,17.402802592637553,17.16832273973722,16.982245649891485,16.83459451722723,18.086989330670676,17.152456861787428
3,Labor ($L_t$),-2.4879532026719606,-2.138199422606542,-2.283897677233455,-2.398009568041332,-2.488598338595624,-2.560977220552359,-2.6195082740339397,-2.667575335813446,-2.7077093754202353,-2.741786312104029,-2.512250211767178,-3.1533442065858246
4,Real interest rate ($r_t$),1.3551060831208215,1.4309375191693776,1.2681976556894772,1.1449253790309861,1.0521112345915768,0.9814536518540969,0.9272169321332825,0.8853287189705227,0.8529939987291593,0.828325428151177,1.071494994091255,0.9143530678600041
5,Wage rate,-1.6584550801693072,-0.45845399489283006,-0.40745379229144907,-0.368637194482752,-0.33930154788082695,-0.31690145689562793,-0.2996643272890308,-0.2863238442648518,-0.27600658794094,-0.268119941048244,-0.4699643836672672,-0.29375652926872514
